lastSensorEventHours,lastSensorEventSeconds,lastSensorDayOfWeek,windowDuration,timeSinceLastSensorEvent,prevDominantSensor1,prevDominantSensor2,lastSensorID,lastSensorLocation,lastMotionLocation,complexity,activityChange,areaTransitions,numDistinctSensors,sensorCount-Bathroom,sensorCount-Bedroom,sensorCount-Chair,sensorCount-DiningRoom,sensorCount-Ignore,sensorCount-Kitchen,sensorCount-LivingRoom,sensorCount-OutsideDoor,sensorCount-WorkArea,sensorElTime-Bathroom,sensorElTime-Bedroom,sensorElTime-Chair,sensorElTime-DiningRoom,sensorElTime-Ignore,sensorElTime-Kitchen,sensorElTime-LivingRoom,sensorElTime-OutsideDoor,sensorElTime-WorkArea,activity
21.0,78760.0,5.0,40.0,0.0,6.0,6.0,7.0,7.0,7.0,1.2419460322060458,0.375,5.0,0.0,0.0,0.0,0.0,0.0,6.540000000000001,23.35,4.460000000000001,0.0,0.0,686.79634,1831.154805,86400.0,679.4971469999998,0.070521,8.535678,0.0,684.628524,1852.4364510000007,Watch_TV
21.0,78765.0,5.0,45.0,5.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.4444444444444444,6.0,0.0,0.0,0.0,0.0,0.0,6.6000000000000005,23.250000000000004,4.5,0.0,0.0,692.193986,1836.552451,86400.0,684.8947929999998,5.468167,0.0,5.397646,690.02617,1857.834097,Cook
21.0,78765.0,5.0,43.0,0.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.4186046511627907,6.0,0.0,0.0,0.0,0.0,0.0,6.660000000000001,23.15000000000001,4.54,0.0,0.0,692.442102,1836.800567,86400.0,685.142909,5.716283,0.0,5.645762,690.2742860000002,1858.082213,Cook
21.0,78767.0,5.0,44.0,2.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.4318181818181818,6.0,0.0,0.0,0.0,0.0,0.0,6.7200000000000015,23.05,4.58,0.0,0.0,693.768872,1838.127337,86400.0,686.469679,7.043053,0.0,6.972532000000001,691.601056,1859.408983,Cook
21.0,78767.0,5.0,41.0,0.0,6.0,6.0,7.0,7.0,7.0,1.3628980971151297,0.4146341463414634,6.0,0.0,0.0,0.0,0.0,0.0,7.850000000000001,20.84,5.660000000000001,0.0,0.0,693.862414,1838.220879,86400.0,686.563221,0.060838,0.093542,0.0,691.694598,1859.502525,Watch_TV
21.0,78768.0,5.0,42.0,1.0,6.0,6.0,7.0,7.0,7.0,1.4186196702756542,0.4523809523809524,5.0,0.0,0.0,0.0,0.0,0.0,7.920000000000001,19.720000000000006,6.710000000000001,0.0,0.0,694.925309,1839.283774,86400.0,687.626116,1.123733,1.1564370000000002,0.0,692.757493,1860.56542,Watch_TV
21.0,78769.0,5.0,42.0,1.0,6.0,6.0,6.0,6.0,6.0,1.3628980971151297,0.42857142857142855,5.0,0.0,0.0,0.0,0.0,0.0,7.990000000000001,20.89,5.4700000000000015,0.0,0.0,696.033483,1840.391948,86400.0,688.73429,2.231907,0.0,1.108174,693.865667,1861.673594,Cook
21.0,78775.0,5.0,48.0,6.0,6.0,6.0,6.0,6.0,6.0,1.3628980971151297,0.3958333333333333,4.0,0.0,0.0,0.0,0.0,0.0,8.06,20.770000000000003,5.5200000000000005,0.0,0.0,701.859571,1846.218036,86400.0,694.560378,8.057995,0.0,6.934262,699.691755,1867.499682,Cook
21.0,78776.0,5.0,49.0,1.0,6.0,6.0,6.0,6.0,6.0,1.2948203552808069,0.42857142857142855,3.0,0.0,0.0,0.0,0.0,0.0,8.13,21.95000000000001,4.2700000000000005,0.0,0.0,702.958207,1847.316672,86400.0,695.659014,9.156631,0.0,8.032898,700.790391,1868.598318,Cook
21.0,78780.0,5.0,52.0,4.0,6.0,6.0,6.0,6.0,6.0,1.2948203552808069,0.4423076923076923,3.0,0.0,0.0,0.0,0.0,0.0,8.200000000000001,21.840000000000003,4.3100000000000005,0.0,0.0,706.542777,1850.901242,86400.0,699.2435839999998,12.741201,0.0,11.617468,704.374961,1872.182888,Cook
21.0,78789.0,5.0,61.0,9.0,6.0,6.0,6.0,6.0,6.0,1.2948203552808069,0.3770491803278688,3.0,0.0,0.0,0.0,0.0,0.0,8.270000000000001,21.73,4.3500000000000005,0.0,0.0,715.819605,1860.17807,86400.0,708.520412,22.018029,0.0,20.894296,713.651789,1881.459716,Cook
21.0,78798.0,5.0,70.0,9.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.4428571428571429,3.0,0.0,0.0,0.0,0.0,0.0,7.040000000000001,22.92,4.3900000000000015,0.0,0.0,725.08125,1869.439715,86400.0,717.782057,31.279674,0.0,30.155941,722.9134339999998,1890.721361,Cook
21.0,78805.0,5.0,76.0,7.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.4078947368421053,3.0,0.0,0.0,0.0,0.0,0.0,7.100000000000001,22.82,4.4300000000000015,0.0,0.0,731.9463549999998,1876.30482,86400.0,724.647162,38.144779,0.0,37.02104600000001,729.7785389999998,1897.586466,Cook
21.0,78812.0,5.0,82.0,7.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.36585365853658536,3.0,0.0,0.0,0.0,0.0,0.0,7.160000000000001,22.72,4.4700000000000015,0.0,0.0,738.7304389999998,1883.088904,86400.0,731.431246,44.928863,0.0,43.80513,736.562623,1904.37055,Cook
21.0,78820.0,5.0,85.0,8.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.35294117647058826,3.0,0.0,0.0,0.0,0.0,0.0,7.2200000000000015,22.620000000000005,4.510000000000002,0.0,0.0,746.7807809999998,1891.139246,86400.0,739.481588,52.97920500000001,0.0,51.855472,744.612965,1912.420892,Cook
21.0,78825.0,5.0,85.0,5.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.29411764705882354,3.0,0.0,0.0,0.0,0.0,0.0,7.28,22.52,4.550000000000002,0.0,0.0,751.57275,1895.931215,86400.0,744.273557,57.771174,0.0,56.647441,749.404934,1917.212861,Cook
21.0,78826.0,5.0,86.0,1.0,6.0,6.0,6.0,6.0,6.0,1.1786137171821591,0.313953488372093,3.0,0.0,0.0,0.0,0.0,0.0,6.040000000000001,23.72,4.590000000000002,0.0,0.0,752.778197,1897.136662,86400.0,745.479004,58.976621,0.0,57.852888,750.610381,1918.418308,Cook
21.0,78828.0,5.0,86.0,2.0,6.0,6.0,6.0,6.0,6.0,1.1786137171821591,0.2906976744186047,3.0,0.0,0.0,0.0,0.0,0.0,6.0900000000000025,23.63,4.630000000000001,0.0,0.0,754.850403,1899.208868,86400.0,747.55121,61.048827,0.0,59.925094,752.682587,1920.490514,Cook
21.0,78833.0,5.0,90.0,5.0,6.0,6.0,6.0,6.0,6.0,1.1786137171821591,0.26666666666666666,3.0,0.0,0.0,0.0,0.0,0.0,6.1400000000000015,23.54000000000001,4.670000000000001,0.0,0.0,760.391262,1904.749727,86400.0,753.092069,66.589686,0.0,65.465953,758.223446,1926.031373,Cook
21.0,78836.0,5.0,93.0,3.0,6.0,6.0,6.0,6.0,6.0,1.103307408607834,0.26881720430107525,3.0,0.0,0.0,0.0,0.0,0.0,4.8900000000000015,24.75,4.710000000000001,0.0,0.0,762.881888,1907.240353,86400.0,755.5826950000002,69.080312,0.0,67.956579,760.714072,1928.521999,Cook
21.0,78839.0,5.0,94.0,3.0,6.0,6.0,5.0,5.0,6.0,1.1786137171821591,0.2553191489361702,3.0,0.0,0.0,0.0,0.0,0.0,5.9300000000000015,23.67000000000001,4.750000000000001,0.0,0.0,765.591447,1909.949912,86400.0,758.292254,0.0,2.709559,70.666138,763.423631,1931.231558,Cook
21.0,78839.0,5.0,94.0,0.0,6.0,6.0,6.0,6.0,6.0,1.103307408607834,0.3191489361702128,3.0,0.0,0.0,0.0,0.0,0.0,4.6800000000000015,24.88000000000001,4.790000000000001,0.0,0.0,765.645475,1910.00394,86400.0,758.346282,0.054028,0.0,70.720166,763.477659,1931.285586,Cook
21.0,78839.0,5.0,93.0,0.0,6.0,6.0,6.0,6.0,6.0,1.103307408607834,0.3225806451612903,3.0,0.0,0.0,0.0,0.0,0.0,4.7200000000000015,24.8,4.830000000000001,0.0,0.0,766.3845,1910.742965,86400.0,759.0853070000002,0.793053,0.0,71.459191,764.216684,1932.024611,Cook
21.0,78855.0,5.0,107.0,16.0,6.0,6.0,6.0,6.0,6.0,1.103307408607834,0.29906542056074764,3.0,0.0,0.0,0.0,0.0,0.0,4.760000000000002,24.72,4.870000000000001,0.0,0.0,781.620479,1925.978944,86400.0,774.321286,16.029032,0.0,86.69516999999998,779.452663,1947.26059,Cook
21.0,78855.0,5.0,104.0,0.0,6.0,6.0,5.0,5.0,6.0,1.1786137171821591,0.36538461538461536,3.0,0.0,0.0,0.0,0.0,0.0,5.8,23.64,4.910000000000001,0.0,0.0,781.876208,1926.234673,86400.0,774.5770150000002,0.0,0.255729,86.95089899999998,779.708392,1947.516319,Cook
21.0,78855.0,5.0,104.0,0.0,6.0,6.0,6.0,6.0,6.0,1.103307408607834,0.4519230769230769,3.0,0.0,0.0,0.0,0.0,0.0,4.550000000000002,24.85,4.950000000000001,0.0,0.0,781.930131,1926.288596,86400.0,774.630938,0.053923,0.0,87.00482199999998,779.7623150000002,1947.570242,Cook
21.0,78857.0,5.0,98.0,2.0,6.0,6.0,6.0,6.0,6.0,1.103307408607834,0.4693877551020408,2.0,0.0,0.0,0.0,0.0,0.0,4.590000000000002,24.77000000000001,4.990000000000001,0.0,0.0,783.986279,1928.344744,86400.0,776.687086,2.110071,0.0,89.06097,781.818463,1949.62639,Cook
21.0,78858.0,5.0,98.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0136635125593598,0.5306122448979592,2.0,0.0,0.0,0.0,0.0,0.0,4.630000000000001,25.99000000000001,3.73,0.0,0.0,785.160129,1929.518594,86400.0,777.860936,3.283921,0.0,90.23482,782.992313,1950.80024,Cook
21.0,78860.0,5.0,100.0,2.0,6.0,6.0,5.0,5.0,6.0,1.0136635125593598,0.6,2.0,0.0,0.0,0.0,0.0,0.0,4.37,26.22000000000001,3.7600000000000007,0.0,0.0,786.97905,1931.337515,86400.0,779.6798570000002,0.0,1.818921,92.053741,784.811234,1952.619161,Cook
21.0,78860.0,5.0,95.0,0.0,6.0,6.0,6.0,6.0,6.0,0.9055872616982604,0.631578947368421,1.0,0.0,0.0,0.0,0.0,0.0,4.41,27.45000000000001,2.49,0.0,0.0,787.061117,1931.419582,86400.0,779.761924,0.082067,0.0,92.135808,784.893301,1952.701228,Cook
21.0,78862.0,5.0,97.0,2.0,6.0,6.0,6.0,6.0,6.0,0.9055872616982604,0.6288659793814433,1.0,0.0,0.0,0.0,0.0,0.0,4.45,27.39000000000001,2.5100000000000007,0.0,0.0,788.882845,1933.24131,86400.0,781.5836519999998,1.903795,0.0,93.957536,786.715029,1954.522956,Cook
21.0,78865.0,5.0,98.0,3.0,6.0,6.0,6.0,6.0,6.0,0.9055872616982604,0.6224489795918368,1.0,0.0,0.0,0.0,0.0,0.0,4.49,27.330000000000005,2.53,0.0,0.0,791.510417,1935.868882,86400.0,784.211224,4.531367,0.0,96.585108,789.342601,1957.150528,Cook
21.0,78866.0,5.0,99.0,1.0,6.0,6.0,6.0,6.0,6.0,0.9055872616982604,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,4.53,27.27000000000001,2.5500000000000007,0.0,0.0,792.849549,1937.208014,86400.0,785.550356,5.870499,0.0,97.92424,790.681733,1958.48966,Cook
21.0,78866.0,5.0,99.0,0.0,6.0,6.0,6.0,6.0,6.0,0.8118475207241325,0.696969696969697,1.0,0.0,0.0,0.0,0.0,0.0,3.2700000000000005,28.510000000000005,2.5700000000000003,0.0,0.0,793.178052,1937.536517,86400.0,785.878859,6.199002,0.0,98.252743,791.0102360000002,1958.818163,Cook
21.0,78868.0,5.0,100.0,2.0,6.0,6.0,6.0,6.0,6.0,0.5111169032938391,0.71,1.0,0.0,0.0,0.0,0.0,0.0,3.3000000000000003,29.760000000000005,1.2900000000000005,0.0,0.0,794.453955,1938.81242,86400.0,787.154762,7.4749050000000015,0.0,99.528646,792.2861389999998,1960.094066,Cook
21.0,78868.0,5.0,99.0,0.0,6.0,6.0,6.0,6.0,6.0,0.4689955935892812,0.7070707070707071,0.0,0.0,0.0,0.0,0.0,0.0,3.33,31.020000000000003,0.0,0.0,0.0,795.068218,1939.426683,86400.0,787.769025,8.089167999999999,0.0,100.142909,792.900402,1960.708329,Cook
21.0,78875.0,5.0,100.0,7.0,6.0,6.0,6.0,6.0,6.0,0.4689955935892812,0.64,0.0,0.0,0.0,0.0,0.0,0.0,3.3600000000000003,30.99,0.0,0.0,0.0,801.951579,1946.310044,86400.0,794.652386,14.972529000000002,0.0,107.02627,799.783763,1967.59169,Cook
21.0,78875.0,5.0,99.0,0.0,6.0,6.0,6.0,6.0,6.0,0.4689955935892812,0.797979797979798,0.0,0.0,0.0,0.0,0.0,0.0,3.390000000000001,30.96,0.0,0.0,0.0,802.292976,1946.651441,86400.0,794.993783,15.313926,0.0,107.367667,800.1251599999998,1967.933087,Cook
21.0,78876.0,5.0,96.0,1.0,6.0,6.0,6.0,6.0,6.0,0.4689955935892812,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,3.4200000000000004,30.93000000000001,0.0,0.0,0.0,802.905855,1947.26432,86400.0,795.606662,15.926804999999998,0.0,107.980546,800.738039,1968.545966,Cook
21.0,78877.0,5.0,88.0,1.0,6.0,6.0,6.0,6.0,6.0,0.4689955935892812,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.45,30.90000000000001,0.0,0.0,0.0,804.390254,1948.748719,86400.0,797.0910610000002,17.411204,0.0,109.464945,802.222438,1970.030365,Cook
21.0,78884.0,5.0,86.0,7.0,6.0,6.0,6.0,6.0,6.0,0.4689955935892812,0.686046511627907,0.0,0.0,0.0,0.0,0.0,0.0,3.4800000000000004,30.870000000000005,0.0,0.0,0.0,811.30007,1955.6585350000007,86400.0,804.000877,24.32102,0.0,116.374761,809.132254,1976.940181,Cook
21.0,78893.0,5.0,88.0,9.0,6.0,6.0,6.0,6.0,6.0,0.4689955935892812,0.6022727272727273,0.0,0.0,0.0,0.0,0.0,0.0,3.5100000000000007,30.84,0.0,0.0,0.0,820.398895,1964.75736,86400.0,813.099702,33.419845,0.0,125.473586,818.231079,1986.039006,Cook
21.0,78900.0,5.0,88.0,7.0,6.0,6.0,5.0,5.0,6.0,0.5665095065529053,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,4.540000000000001,29.81000000000001,0.0,0.0,0.0,827.226161,1971.584626,86400.0,819.926968,0.0,6.827266000000002,132.300852,825.058345,1992.866272,Cook
21.0,78907.0,5.0,87.0,7.0,6.0,6.0,6.0,6.0,6.0,0.5665095065529053,0.4597701149425287,0.0,0.0,0.0,0.0,0.0,0.0,4.580000000000001,29.770000000000003,0.0,0.0,0.0,833.663488,1978.021953,86400.0,826.364295,6.437327,0.0,138.738179,831.495672,1999.303599,Cook
21.0,78908.0,5.0,83.0,1.0,6.0,6.0,6.0,6.0,6.0,0.5665095065529053,0.4457831325301205,0.0,0.0,0.0,0.0,0.0,0.0,4.620000000000001,29.730000000000004,0.0,0.0,0.0,835.321118,1979.679583,86400.0,828.021925,8.094957,0.0,140.395809,833.1533019999998,2000.961229,Cook
21.0,78909.0,5.0,83.0,1.0,6.0,6.0,6.0,6.0,6.0,0.5665095065529053,0.4698795180722892,0.0,0.0,0.0,0.0,0.0,0.0,4.66,29.690000000000005,0.0,0.0,0.0,836.440741,1980.799206,86400.0,829.1415480000002,9.21458,0.0,141.515432,834.272925,2002.080852,Cook
21.0,78918.0,5.0,90.0,9.0,6.0,6.0,5.0,5.0,6.0,0.6500224216483541,0.4222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,5.700000000000001,28.65,0.0,0.0,0.0,844.5660119999999,1988.924477,86400.0,837.266819,0.0,8.125271000000001,149.640703,842.3981960000001,2010.206123,Cook
21.0,78934.0,5.0,101.0,16.0,6.0,6.0,6.0,6.0,6.0,0.6500224216483541,0.32673267326732675,0.0,0.0,0.0,0.0,0.0,0.0,5.750000000000001,28.600000000000005,0.0,0.0,0.0,860.6900189999999,2005.048484,86400.0,853.390826,16.124007000000002,0.0,165.76471,858.5222029999999,2026.33013,Cook
21.0,78937.0,5.0,101.0,3.0,6.0,6.0,6.0,6.0,6.0,0.6500224216483541,0.31683168316831684,0.0,0.0,0.0,0.0,0.0,0.0,5.8000000000000025,28.550000000000004,0.0,0.0,0.0,863.811092,2008.169557,86400.0,856.511899,19.24508,0.0,168.885783,861.643276,2029.451203,Cook
21.0,78944.0,5.0,105.0,7.0,6.0,6.0,6.0,6.0,6.0,0.6500224216483541,0.2761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,5.8500000000000005,28.50000000000001,0.0,0.0,0.0,871.1529539999998,2015.511419,86400.0,863.853761,26.586942,0.0,176.227645,868.9851380000001,2036.793065,Cook
21.0,78945.0,5.0,106.0,1.0,6.0,6.0,6.0,6.0,6.0,0.5665095065529053,0.33962264150943394,0.0,0.0,0.0,0.0,0.0,0.0,4.6000000000000005,29.750000000000004,0.0,0.0,0.0,872.2891539999998,2016.647619,86400.0,864.989961,27.723142,0.0,177.363845,870.121338,2037.929265,Cook
21.0,78960.0,5.0,121.0,15.0,6.0,6.0,7.0,7.0,7.0,0.6067807509426306,0.2975206611570248,1.0,0.0,0.0,0.0,0.0,0.0,4.6400000000000015,28.710000000000004,1.0,0.0,0.0,886.9919460000001,2031.350411,86400.0,879.6927529999998,42.42593400000001,14.702792,0.0,884.8241300000002,2052.632057,Watch_TV
21.0,78961.0,5.0,106.0,1.0,6.0,6.0,6.0,6.0,6.0,0.6067807509426306,0.19811320754716985,2.0,0.0,0.0,0.0,0.0,0.0,4.6800000000000015,28.660000000000004,1.01,0.0,0.0,887.7223369999998,2032.080802,86400.0,880.423144,43.156325,0.0,0.730391,885.5545210000001,2053.362448,Cook
21.0,78961.0,5.0,106.0,0.0,6.0,6.0,7.0,7.0,7.0,0.9055872616982604,0.2075471698113208,3.0,0.0,0.0,0.0,0.0,0.0,4.7200000000000015,27.61000000000001,2.02,0.0,0.0,888.379951,2032.738416,86400.0,881.0807580000002,43.81393900000001,0.657614,0.0,886.212135,2054.020062,Watch_TV
21.0,78962.0,5.0,107.0,1.0,6.0,6.0,6.0,6.0,6.0,0.8118475207241325,0.27102803738317754,4.0,0.0,0.0,0.0,0.0,0.0,3.4600000000000004,28.850000000000005,2.04,0.0,0.0,888.949769,2033.308234,86400.0,881.650576,44.383757,0.0,0.569818,886.7819529999998,2054.58988,Cook
21.0,78976.0,5.0,118.0,0.0,6.0,6.0,7.0,7.0,7.0,1.0136635125593598,0.3559322033898305,4.0,0.0,0.0,0.0,0.0,0.0,4.530000000000001,26.74,3.08,0.0,0.0,903.113556,2047.472021,86400.0,895.8143630000002,0.02903,14.163787,0.0,900.94574,2068.7536670000004,Watch_TV
21.0,78977.0,5.0,117.0,0.0,6.0,6.0,7.0,7.0,7.0,1.103307408607834,0.41025641025641024,4.0,0.0,0.0,0.0,0.0,0.0,4.32,25.89,4.1400000000000015,0.0,0.0,904.244481,2048.602946,86400.0,896.9452880000001,0.052699,15.294712,0.0,902.076665,2069.884592000001,Watch_TV
21.0,78980.0,5.0,118.0,3.0,6.0,6.0,6.0,6.0,6.0,1.103307408607834,0.3983050847457627,5.0,0.0,0.0,0.0,0.0,0.0,4.36,25.81,4.18,0.0,0.0,907.174611,2051.533076,86400.0,899.875418,2.982829,0.0,2.93013,905.006795,2072.814722,Cook
21.0,78982.0,5.0,117.0,2.0,6.0,6.0,6.0,6.0,6.0,1.103307408607834,0.452991452991453,5.0,0.0,0.0,0.0,0.0,0.0,4.4,25.730000000000004,4.22,0.0,0.0,908.550009,2052.908474,86400.0,901.250816,4.3582269999999985,0.0,4.305528,906.382193,2074.19012,Cook
21.0,78997.0,5.0,131.0,15.0,6.0,6.0,6.0,6.0,6.0,1.103307408607834,0.5190839694656488,5.0,0.0,0.0,0.0,0.0,0.0,4.44,25.65000000000001,4.26,0.0,0.0,924.193178,2068.551643,86400.0,916.893985,20.001396,0.0,19.948697,922.025362,2089.833289,Cook
21.0,78999.0,5.0,133.0,2.0,6.0,6.0,6.0,6.0,6.0,1.103307408607834,0.5338345864661654,5.0,0.0,0.0,0.0,0.0,0.0,4.48,25.57,4.300000000000002,0.0,0.0,926.414008,2070.772473,86400.0,919.114815,22.222226000000006,0.0,22.169527,924.246192,2092.054119000001,Cook
21.0,79000.0,5.0,132.0,1.0,6.0,6.0,6.0,6.0,6.0,1.103307408607834,0.5757575757575758,5.0,0.0,0.0,0.0,0.0,0.0,4.5200000000000005,25.49,4.34,0.0,0.0,927.39373,2071.752195,86400.0,920.094537,23.201948,0.0,23.149249,925.225914,2093.033841,Cook
21.0,79005.0,5.0,137.0,5.0,6.0,6.0,5.0,5.0,6.0,1.1786137171821591,0.5620437956204379,5.0,0.0,0.0,0.0,0.0,0.0,5.5600000000000005,24.410000000000004,4.38,0.0,0.0,931.997395,2076.35586,86400.0,924.698202,0.0,4.603665,27.752914,929.829579,2097.637506,Cook
21.0,79005.0,5.0,130.0,0.0,6.0,6.0,6.0,6.0,6.0,1.1786137171821591,0.6538461538461539,5.0,0.0,0.0,0.0,0.0,0.0,5.61,24.32,4.42,0.0,0.0,932.020498,2076.378963,86400.0,924.721305,0.023103,0.0,27.776017,929.852682,2097.660609,Cook
21.0,79006.0,5.0,131.0,1.0,6.0,6.0,5.0,5.0,6.0,1.2419460322060458,0.6564885496183206,5.0,0.0,0.0,0.0,0.0,0.0,6.660000000000001,23.23,4.460000000000001,0.0,0.0,933.213622,2077.572087,86400.0,925.914429,0.0,1.193124,28.969141,931.045806,2098.853733,Cook
21.0,79006.0,5.0,130.0,0.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.6538461538461539,5.0,0.0,0.0,0.0,0.0,0.0,6.72,23.13000000000001,4.5,0.0,0.0,933.269824,2077.628289,86400.0,925.970631,0.056202,0.0,29.025343,931.102008,2098.909935,Cook
21.0,79016.0,5.0,139.0,10.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.6115107913669064,5.0,0.0,0.0,0.0,0.0,0.0,6.779999999999999,23.030000000000005,4.54,0.0,0.0,943.350215,2087.70868,86400.0,936.051022,10.136593,0.0,39.10573400000001,941.182399,2108.990326,Cook
21.0,79018.0,5.0,134.0,2.0,6.0,6.0,5.0,5.0,6.0,1.2948203552808069,0.6865671641791045,5.0,0.0,0.0,0.0,0.0,0.0,7.8400000000000025,21.930000000000003,4.58,0.0,0.0,945.386346,2089.744811,86400.0,938.087153,0.0,2.036131,41.141865,943.21853,2111.026457,Cook
21.0,79018.0,5.0,125.0,0.0,6.0,6.0,6.0,6.0,6.0,1.2948203552808069,0.664,5.0,0.0,0.0,0.0,0.0,0.0,7.910000000000001,21.82,4.620000000000001,0.0,0.0,945.41852,2089.776985,86400.0,938.119327,0.032174,0.0,41.174039,943.250704,2111.058631,Cook
21.0,79020.0,5.0,120.0,2.0,6.0,6.0,6.0,6.0,6.0,1.2948203552808069,0.6416666666666667,5.0,0.0,0.0,0.0,0.0,0.0,7.980000000000001,21.71,4.66,0.0,0.0,946.66619,2091.024655,86400.0,939.366997,1.279844,0.0,42.421709,944.498374,2112.306301,Cook
21.0,79021.0,5.0,114.0,1.0,6.0,6.0,5.0,5.0,6.0,1.2948203552808069,0.6140350877192983,5.0,0.0,0.0,0.0,0.0,0.0,7.75,21.9,4.7,0.0,0.0,948.203287,2092.561752,86400.0,940.904094,0.0,1.537097,43.958806,946.035471,2113.843398,Cook
21.0,79021.0,5.0,113.0,0.0,6.0,6.0,6.0,6.0,6.0,1.2948203552808069,0.6371681415929203,5.0,0.0,0.0,0.0,0.0,0.0,7.820000000000001,21.79000000000001,4.74,0.0,0.0,948.245991,2092.604456,86400.0,940.946798,0.042704,0.0,44.00151,946.078175,2113.886102,Cook
21.0,79025.0,5.0,116.0,4.0,6.0,6.0,6.0,6.0,6.0,1.2948203552808069,0.6293103448275862,5.0,0.0,0.0,0.0,0.0,0.0,7.8900000000000015,21.680000000000003,4.780000000000001,0.0,0.0,952.188826,2096.547291,86400.0,944.889633,3.985539,0.0,47.944345,950.02101,2117.828937,Cook
21.0,79027.0,5.0,109.0,2.0,6.0,6.0,6.0,6.0,6.0,1.2948203552808069,0.7247706422018348,5.0,0.0,0.0,0.0,0.0,0.0,7.960000000000001,21.57000000000001,4.82,0.0,0.0,953.862372,2098.2208370000008,86400.0,946.563179,5.659085,0.0,49.617891,951.694556,2119.502483,Cook
21.0,79038.0,5.0,104.0,11.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.625,5.0,0.0,0.0,0.0,0.0,0.0,6.73,22.760000000000005,4.86,0.0,0.0,964.72062,2109.0790850000008,86400.0,957.421427,16.517332999999994,0.0,60.476139,962.552804,2130.360731,Cook
21.0,79039.0,5.0,102.0,1.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.6176470588235294,5.0,0.0,0.0,0.0,0.0,0.0,6.790000000000001,22.66,4.9,0.0,0.0,965.902497,2110.2609620000007,86400.0,958.603304,17.69921,0.0,61.658016,963.734681,2131.542608,Cook
21.0,79055.0,5.0,111.0,16.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.5495495495495496,5.0,0.0,0.0,0.0,0.0,0.0,6.8500000000000005,22.56000000000001,4.940000000000001,0.0,0.0,982.149901,2126.508366,86400.0,974.850708,33.946614000000004,0.0,77.90541999999998,979.982085,2147.790012,Cook
21.0,79056.0,5.0,111.0,1.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.5405405405405406,5.0,0.0,0.0,0.0,0.0,0.0,6.91,22.46,4.98,0.0,0.0,983.171872,2127.530337,86400.0,975.872679,34.968585,0.0,78.927391,981.004056,2148.811983,Cook
21.0,79058.0,5.0,98.0,2.0,6.0,6.0,6.0,6.0,6.0,1.2419460322060458,0.4693877551020408,4.0,0.0,0.0,0.0,0.0,0.0,6.9700000000000015,22.36000000000001,5.0200000000000005,0.0,0.0,984.529025,2128.88749,86400.0,977.229832,36.325738,0.0,80.284544,982.361209,2150.169136,Cook
21.0,79060.0,5.0,99.0,2.0,6.0,6.0,6.0,6.0,6.0,1.1567796494470397,0.4545454545454545,3.0,0.0,0.0,0.0,0.0,0.0,7.030000000000001,23.56,3.7600000000000007,0.0,0.0,987.026126,2131.384591,86400.0,979.726933,38.822839,0.0,82.781645,984.85831,2152.666237,Cook
21.0,79061.0,5.0,100.0,1.0,6.0,6.0,6.0,6.0,6.0,1.1567796494470397,0.55,2.0,0.0,0.0,0.0,0.0,0.0,7.0900000000000025,23.47,3.790000000000002,0.0,0.0,987.482245,2131.84071,86400.0,980.183052,39.278958,0.0,83.237764,985.314429,2153.122356,Cook
21.0,79062.0,5.0,100.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0529815751302694,0.56,1.0,0.0,0.0,0.0,0.0,0.0,7.150000000000001,24.68,2.5200000000000005,0.0,0.0,988.902242,2133.260707,86400.0,981.603049,40.698955,0.0,84.657761,986.734426,2154.5423530000007,Cook
21.0,79067.0,5.0,91.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0529815751302694,0.4615384615384616,1.0,0.0,0.0,0.0,0.0,0.0,7.210000000000001,24.6,2.5400000000000005,0.0,0.0,993.606792,2137.965257,86400.0,986.307599,45.403505,0.0,89.362311,991.438976,2159.246903,Cook
