insert_date,origin,destination,start_date,end_date,train_type,price,train_class,fare
4/25/2019 13:10,BARCELONA,MADRID,4/29/2019 8:25,4/29/2019 10:55,AVE,88.95,Turista,Promo
4/27/2019 15:17,VALENCIA,MADRID,5/19/2019 21:05,5/19/2019 23:32,INTERCITY,55.4,Turista,Flexible
4/18/2019 14:07,MADRID,PONFERRADA,5/7/2019 14:40,5/7/2019 18:52,AVE-LD,37.45,Turista con enlace,Promo
4/22/2019 7:12,MADRID,BARCELONA,5/2/2019 13:25,5/2/2019 16:24,AVE-TGV,66.75,Turista,Promo
4/22/2019 12:17,VALENCIA,MADRID,5/27/2019 10:40,5/27/2019 12:32,AVE,27.8,Turista,Promo
4/18/2019 3:19,SEVILLA,MADRID,4/26/2019 20:36,4/26/2019 23:14,ALVIA,67.2,Turista,Flexible
4/12/2019 4:11,MADRID,SEVILLA,4/27/2019 20:35,4/27/2019 23:15,AVE,47.3,Turista,Promo
4/24/2019 3:27,VALENCIA,MADRID,5/15/2019 9:00,5/15/2019 11:33,ALVIA,35.5,Turista,Promo
5/5/2019 1:28,BARCELONA,MADRID,5/29/2019 9:03,5/29/2019 18:07,R. EXPRES,43.25,Turista,Adulto ida
5/4/2019 3:06,MADRID,SEVILLA,5/5/2019 13:10,5/5/2019 20:51,MD-LD,45.8,Turista con enlace,Flexible
4/19/2019 13:08,MADRID,BARCELONA,5/21/2019 20:30,5/21/2019 23:40,AVE,49.55,Turista,Promo
4/12/2019 15:30,MADRID,BARCELONA,5/29/2019 20:30,5/29/2019 23:40,AVE,,Turista,Promo
5/4/2019 19:35,PONFERRADA,MADRID,5/31/2019 6:11,5/31/2019 10:15,ALVIA,33.5,Turista,Promo
5/8/2019 13:32,SEVILLA,MADRID,6/3/2019 16:15,6/3/2019 18:54,AVE,41.2,Turista,Promo
4/14/2019 22:17,MADRID,SEVILLA,5/31/2019 18:00,5/31/2019 20:32,AVE,69.4,Preferente,Promo
5/8/2019 4:53,VALENCIA,MADRID,5/31/2019 9:40,5/31/2019 11:20,AVE,33.65,Turista,Promo
4/22/2019 5:31,MADRID,SEVILLA,4/25/2019 20:35,4/25/2019 23:15,AVE,60.3,Turista,Promo
4/13/2019 1:23,SEVILLA,MADRID,5/28/2019 14:45,5/28/2019 17:15,AVE,,Turista,Promo
4/23/2019 22:12,MADRID,BARCELONA,5/13/2019 7:00,5/13/2019 9:30,AVE,100.4,Turista,Promo
4/14/2019 20:11,MADRID,VALENCIA,5/17/2019 16:55,5/17/2019 21:58,AVE-LD,56.1,Turista con enlace,Flexible
4/19/2019 12:33,MADRID,SEVILLA,5/11/2019 13:30,5/11/2019 16:05,ALVIA,,Turista,Promo
4/29/2019 1:34,BARCELONA,MADRID,5/5/2019 10:00,5/5/2019 13:10,AVE,181.5,Preferente,Flexible
5/8/2019 9:33,SEVILLA,MADRID,6/7/2019 16:15,6/7/2019 18:54,AVE,60.3,Turista,Promo
5/3/2019 7:46,MADRID,BARCELONA,5/16/2019 8:20,5/16/2019 11:05,AVE,85.1,Turista,Promo
4/23/2019 8:22,VALENCIA,MADRID,5/14/2019 17:30,5/14/2019 23:58,MD-LD,28.1,Turista con enlace,Promo +
5/5/2019 13:39,MADRID,VALENCIA,6/13/2019 6:08,6/13/2019 12:55,REGIONAL,28.35,Turista,Adulto ida
4/18/2019 21:46,MADRID,BARCELONA,4/29/2019 5:50,4/29/2019 8:55,AVE,54.45,Preferente,Promo
4/23/2019 21:04,BARCELONA,MADRID,5/9/2019 5:50,5/9/2019 8:20,AVE,69.8,Turista Plus,Promo
5/7/2019 9:11,MADRID,PONFERRADA,5/19/2019 14:40,5/19/2019 18:33,AVE-MD,59.6,Turista con enlace,Flexible
4/26/2019 5:04,MADRID,SEVILLA,5/11/2019 17:00,5/11/2019 19:38,AVE,60.3,Turista,Promo
4/17/2019 23:44,MADRID,BARCELONA,5/16/2019 16:00,5/16/2019 18:30,AVE,88.95,Turista,Promo
4/20/2019 8:04,SEVILLA,MADRID,5/22/2019 7:40,5/22/2019 10:05,AVE,76.3,Turista,Flexible
4/15/2019 2:12,BARCELONA,MADRID,4/18/2019 19:00,4/18/2019 22:00,AVE,107.7,Turista,Flexible
5/4/2019 11:15,MADRID,VALENCIA,5/15/2019 11:55,5/15/2019 13:35,AVE,27.8,Turista,Promo
4/21/2019 11:44,MADRID,BARCELONA,5/17/2019 21:25,5/17/2019 23:55,AVE,75.4,Turista,Promo
4/23/2019 20:05,MADRID,BARCELONA,5/8/2019 9:30,5/8/2019 12:34,AVE,85.1,Turista,Promo
5/7/2019 21:13,BARCELONA,MADRID,6/17/2019 16:25,6/17/2019 18:55,AVE,68.65,Turista,Promo
4/23/2019 12:33,SEVILLA,MADRID,5/20/2019 19:19,5/20/2019 21:59,INTERCITY,62.2,Turista,Flexible
4/12/2019 15:06,MADRID,VALENCIA,4/22/2019 9:40,4/22/2019 11:24,AVE,,Turista,Promo
5/5/2019 5:04,SEVILLA,MADRID,6/1/2019 18:45,6/1/2019 21:17,AVE,61.45,Preferente,Promo
4/22/2019 10:16,MADRID,PONFERRADA,5/12/2019 17:30,5/12/2019 21:33,ALVIA,55.8,Turista,Flexible
4/22/2019 20:03,MADRID,SEVILLA,5/6/2019 14:00,5/6/2019 16:32,AVE,60.3,Turista,Promo
4/14/2019 7:31,MADRID,BARCELONA,5/31/2019 16:30,5/31/2019 19:15,AVE,107.7,Turista,Flexible
4/16/2019 17:42,SEVILLA,MADRID,5/31/2019 19:19,5/31/2019 21:59,INTERCITY,62.2,Turista,Flexible
4/19/2019 23:35,BARCELONA,MADRID,5/31/2019 15:00,5/31/2019 17:45,AVE,102.15,Turista Plus,Promo
4/19/2019 21:38,BARCELONA,MADRID,4/21/2019 21:25,4/21/2019 23:55,AVE,181.5,Preferente,Flexible
4/14/2019 3:43,SEVILLA,MADRID,5/20/2019 16:45,5/20/2019 19:17,AVE,60.3,Turista,Promo
4/15/2019 13:16,MADRID,SEVILLA,4/18/2019 7:00,4/18/2019 9:55,AV City,62.2,Turista,Flexible
4/19/2019 18:20,SEVILLA,MADRID,5/25/2019 19:45,5/25/2019 22:17,AVE,60.3,Turista,Promo
4/12/2019 19:10,MADRID,VALENCIA,4/21/2019 11:10,4/21/2019 13:25,INTERCITY,,Turista,Promo
5/6/2019 5:01,MADRID,BARCELONA,5/9/2019 14:30,5/9/2019 17:21,AVE,107.7,Turista,Flexible
4/29/2019 1:19,VALENCIA,MADRID,5/30/2019 17:10,5/30/2019 18:50,AVE,57.75,Turista,Promo
4/21/2019 9:40,MADRID,VALENCIA,5/9/2019 6:08,5/9/2019 12:55,REGIONAL,28.35,Turista,Adulto ida
4/17/2019 7:03,BARCELONA,MADRID,4/20/2019 9:03,4/20/2019 18:07,R. EXPRES,43.25,Turista,Adulto ida
4/18/2019 14:35,MADRID,SEVILLA,5/18/2019 8:00,5/18/2019 10:32,AVE,76.3,Turista,Flexible
5/4/2019 21:38,MADRID,VALENCIA,5/29/2019 20:40,5/29/2019 22:24,AVE,33.65,Turista,Promo
5/6/2019 9:26,MADRID,VALENCIA,5/16/2019 16:05,5/16/2019 22:47,REGIONAL,28.35,Turista,Adulto ida
4/22/2019 9:20,MADRID,VALENCIA,5/24/2019 9:40,5/24/2019 11:24,AVE,39.45,Turista,Promo
4/25/2019 1:12,VALENCIA,MADRID,5/8/2019 16:15,5/8/2019 17:55,AVE,39.45,Turista,Promo
4/17/2019 5:19,MADRID,SEVILLA,5/17/2019 15:00,5/17/2019 17:21,AVE,76.3,Turista,Flexible
4/29/2019 15:07,SEVILLA,MADRID,5/3/2019 8:35,5/3/2019 15:26,LD-MD,34.35,Turista con enlace,Promo +
4/21/2019 10:31,MADRID,VALENCIA,5/1/2019 6:20,5/1/2019 12:55,REGIONAL,28.35,Turista,Adulto ida
4/20/2019 22:09,MADRID,BARCELONA,4/28/2019 8:30,4/28/2019 11:15,AVE,58.15,Turista,Promo
4/23/2019 9:36,MADRID,VALENCIA,4/27/2019 21:10,4/27/2019 23:03,AVE,73.1,Turista,Flexible
4/12/2019 16:00,MADRID,SEVILLA,4/13/2019 11:00,4/13/2019 13:32,AVE,,Turista,Flexible
4/16/2019 8:33,BARCELONA,MADRID,5/25/2019 17:00,5/25/2019 19:45,AVE,80.15,Turista Plus,Promo
4/15/2019 3:16,SEVILLA,MADRID,5/15/2019 7:40,5/15/2019 10:05,AVE,47.3,Turista,Promo
4/21/2019 18:25,PONFERRADA,MADRID,5/15/2019 17:55,5/15/2019 22:55,MD-LD,32.45,Turista con enlace,Promo
5/1/2019 15:03,MADRID,BARCELONA,5/26/2019 20:00,5/26/2019 22:30,AVE,100.4,Turista,Promo
4/13/2019 7:16,MADRID,SEVILLA,4/28/2019 16:30,4/28/2019 18:51,AVE,,Turista,Promo
5/8/2019 4:15,MADRID,SEVILLA,5/29/2019 13:00,5/29/2019 15:40,AVE,53.4,Turista,Promo
4/17/2019 5:20,MADRID,SEVILLA,5/11/2019 11:05,5/11/2019 13:41,ALVIA,,Turista,Promo
4/14/2019 13:04,MADRID,BARCELONA,4/17/2019 11:30,4/17/2019 14:40,AVE,90.5,Turista Plus,Promo
4/17/2019 13:32,SEVILLA,MADRID,5/24/2019 9:50,5/24/2019 12:36,ALVIA,,Turista,Promo
4/17/2019 6:11,BARCELONA,MADRID,5/31/2019 20:00,5/31/2019 23:10,AVE,75.4,Turista,Promo
4/16/2019 6:04,MADRID,SEVILLA,5/22/2019 18:35,5/22/2019 21:08,ALVIA,67.2,Turista,Flexible
5/5/2019 7:40,SEVILLA,MADRID,5/20/2019 20:36,5/20/2019 23:14,ALVIA,67.2,Turista,Flexible
4/12/2019 23:42,SEVILLA,MADRID,4/17/2019 20:36,4/17/2019 23:14,ALVIA,,Turista,Flexible
5/6/2019 13:39,MADRID,VALENCIA,5/14/2019 8:30,5/14/2019 15:25,AVE-LD,,Turista,Promo
5/7/2019 9:17,BARCELONA,MADRID,6/17/2019 18:25,6/17/2019 20:55,AVE,64.25,Preferente,Promo
4/25/2019 19:36,SEVILLA,MADRID,5/5/2019 19:19,5/5/2019 21:59,INTERCITY,,Turista,Flexible
4/25/2019 23:16,BARCELONA,MADRID,5/24/2019 12:50,5/24/2019 15:45,AVE-TGV,85.1,Turista,Promo
4/26/2019 17:18,SEVILLA,MADRID,5/6/2019 7:40,5/6/2019 10:05,AVE,76.3,Turista,Flexible
4/16/2019 21:20,MADRID,BARCELONA,5/7/2019 16:00,5/7/2019 18:30,AVE,78.8,Turista,Promo
5/3/2019 7:09,MADRID,PONFERRADA,5/24/2019 17:30,5/24/2019 21:33,ALVIA,55.8,Turista,Flexible
5/7/2019 21:34,VALENCIA,MADRID,5/20/2019 10:55,5/20/2019 17:45,LD-AVE,,Turista,Promo
4/22/2019 3:21,MADRID,SEVILLA,5/9/2019 20:35,5/9/2019 23:15,AVE,60.3,Turista,Promo
4/20/2019 10:37,PONFERRADA,MADRID,5/14/2019 6:11,5/14/2019 11:57,LD,,Turista,Promo
4/14/2019 13:19,PONFERRADA,MADRID,4/18/2019 11:44,4/18/2019 16:00,MD-LD,,Turista con enlace,Flexible
4/16/2019 21:03,BARCELONA,MADRID,5/14/2019 19:25,5/14/2019 21:55,AVE,78.8,Turista,Promo
4/30/2019 21:16,VALENCIA,MADRID,5/13/2019 7:10,5/13/2019 8:51,AVE,57.75,Turista,Promo
4/13/2019 20:27,MADRID,VALENCIA,5/10/2019 6:08,5/10/2019 12:55,REGIONAL,28.35,Turista,Adulto ida
5/8/2019 13:02,MADRID,BARCELONA,6/18/2019 19:30,6/18/2019 22:40,AVE,68.95,Preferente,Promo
4/28/2019 5:02,MADRID,SEVILLA,5/10/2019 8:00,5/10/2019 10:32,AVE,76.3,Turista,Flexible
4/26/2019 1:04,BARCELONA,MADRID,5/17/2019 13:25,5/17/2019 16:10,AVE,102.15,Turista Plus,Promo
4/20/2019 18:46,MADRID,BARCELONA,5/20/2019 17:30,5/20/2019 20:40,AVE,85.1,Turista,Promo
4/25/2019 7:20,VALENCIA,MADRID,6/18/2019 6:38,6/18/2019 14:20,REGIONAL,28.35,Turista,Adulto ida
4/16/2019 2:17,MADRID,SEVILLA,5/2/2019 16:00,5/2/2019 18:30,AVE,76.3,Turista,Flexible
4/14/2019 22:19,MADRID,VALENCIA,5/11/2019 9:40,5/11/2019 11:24,AVE,45.3,Turista,Promo
4/25/2019 17:10,VALENCIA,MADRID,5/17/2019 8:00,5/17/2019 9:47,AVE,39.45,Turista,Promo
4/12/2019 7:06,MADRID,BARCELONA,4/14/2019 12:30,4/14/2019 15:30,AVE,107.7,Turista,Flexible
5/6/2019 13:40,MADRID,VALENCIA,5/11/2019 14:10,5/11/2019 16:03,AVE,45.3,Turista,Promo
5/1/2019 21:10,SEVILLA,MADRID,5/18/2019 14:58,5/18/2019 17:50,ALVIA,,Turista,Promo
5/5/2019 21:10,VALENCIA,MADRID,5/17/2019 20:15,5/17/2019 21:55,AVE,45.3,Turista,Promo
4/19/2019 8:18,BARCELONA,MADRID,5/15/2019 17:25,5/15/2019 19:55,AVE,127.1,Turista,Flexible
4/21/2019 7:05,VALENCIA,MADRID,5/29/2019 6:20,5/29/2019 10:36,INTERCITY,17.15,Turista,Promo
4/23/2019 6:34,SEVILLA,MADRID,5/8/2019 19:19,5/8/2019 21:59,INTERCITY,62.2,Turista,Flexible
4/16/2019 14:04,SEVILLA,MADRID,4/23/2019 19:19,4/23/2019 21:59,INTERCITY,62.2,Turista,Flexible
4/28/2019 11:45,MADRID,BARCELONA,5/22/2019 21:25,5/22/2019 23:55,AVE,75.4,Turista,Promo
4/23/2019 9:21,VALENCIA,MADRID,5/9/2019 6:20,5/9/2019 10:36,INTERCITY,21.45,Turista,Promo
4/15/2019 13:33,BARCELONA,MADRID,5/9/2019 18:25,5/9/2019 20:55,AVE,88.95,Turista,Promo
4/16/2019 23:29,MADRID,SEVILLA,5/17/2019 13:30,5/17/2019 16:05,ALVIA,,Preferente,Promo
4/26/2019 15:38,MADRID,SEVILLA,5/25/2019 18:00,5/25/2019 20:32,AVE,61.45,Preferente,Promo
4/14/2019 19:26,MADRID,BARCELONA,4/24/2019 19:30,4/24/2019 22:40,AVE,80.15,Turista Plus,Promo
4/21/2019 17:08,MADRID,BARCELONA,5/25/2019 10:30,5/25/2019 13:15,AVE,75.4,Turista,Promo
4/23/2019 12:28,VALENCIA,MADRID,5/21/2019 9:50,5/21/2019 17:28,REGIONAL,28.35,Turista,Adulto ida
4/16/2019 10:09,BARCELONA,MADRID,5/8/2019 20:00,5/8/2019 23:10,AVE,58.15,Turista,Promo
4/17/2019 22:32,BARCELONA,MADRID,4/19/2019 12:00,4/19/2019 15:10,AVE,107.7,Turista,Flexible
4/28/2019 21:11,SEVILLA,MADRID,5/4/2019 16:45,5/4/2019 19:17,AVE,76.3,Turista,Flexible
4/19/2019 12:04,BARCELONA,MADRID,5/7/2019 11:00,5/7/2019 13:45,AVE,58.15,Turista,Promo
4/19/2019 18:34,BARCELONA,MADRID,5/11/2019 14:00,5/11/2019 17:10,AVE,75.4,Turista,Promo
4/13/2019 14:13,MADRID,SEVILLA,4/14/2019 13:10,4/14/2019 20:51,MD-LD,34.35,Turista con enlace,Promo +
4/12/2019 13:22,SEVILLA,MADRID,4/19/2019 8:45,4/19/2019 11:15,AVE,,Turista,Promo
4/16/2019 3:01,PONFERRADA,MADRID,5/10/2019 13:44,5/10/2019 19:21,LD,,Turista con enlace,Promo +
4/21/2019 7:13,BARCELONA,MADRID,4/30/2019 9:00,4/30/2019 11:45,AVE,85.1,Turista,Promo
5/2/2019 1:04,MADRID,BARCELONA,5/26/2019 7:30,5/26/2019 10:40,AVE,66.75,Turista,Promo
4/24/2019 8:45,BARCELONA,MADRID,5/2/2019 20:00,5/2/2019 23:10,AVE,85.1,Turista,Promo
4/21/2019 9:35,SEVILLA,MADRID,4/22/2019 17:45,4/22/2019 20:17,AVE,76.3,Turista,Flexible
4/14/2019 16:23,SEVILLA,MADRID,5/14/2019 6:10,5/14/2019 8:58,AV City,43.55,Turista,Promo
4/22/2019 4:08,MADRID,BARCELONA,5/30/2019 15:00,5/30/2019 17:30,AVE,78.8,Turista,Promo
5/6/2019 15:02,MADRID,BARCELONA,5/26/2019 6:20,5/26/2019 9:29,AVE,49.55,Turista,Promo
4/23/2019 4:04,MADRID,SEVILLA,5/15/2019 13:30,5/15/2019 16:05,ALVIA,,Turista,Promo
4/20/2019 18:14,SEVILLA,MADRID,5/16/2019 7:15,5/16/2019 9:55,AVE,53.4,Turista,Promo
4/13/2019 9:08,MADRID,SEVILLA,5/30/2019 21:25,5/31/2019 0:10,AV City,,Turista,Promo
4/19/2019 8:19,BARCELONA,MADRID,5/9/2019 14:00,5/9/2019 17:10,AVE,58.15,Turista,Promo
5/8/2019 23:36,BARCELONA,MADRID,5/16/2019 18:25,5/16/2019 20:55,AVE,78.8,Turista,Promo
4/18/2019 14:46,VALENCIA,MADRID,4/27/2019 12:40,4/27/2019 14:20,AVE,45.3,Turista,Promo
4/24/2019 12:09,MADRID,SEVILLA,5/27/2019 7:00,5/27/2019 9:32,AVE,69.4,Preferente,Promo
4/29/2019 3:33,MADRID,SEVILLA,5/15/2019 21:25,5/16/2019 0:10,AV City,38.55,Turista,Promo
4/14/2019 8:09,SEVILLA,MADRID,5/30/2019 7:15,5/30/2019 9:55,AVE,53.4,Turista,Promo
4/20/2019 1:18,SEVILLA,MADRID,5/3/2019 21:00,5/3/2019 23:52,AV City,49.15,Turista,Promo
4/22/2019 9:39,MADRID,BARCELONA,4/30/2019 17:00,4/30/2019 19:30,AVE,94.55,Turista Plus,Promo
4/20/2019 2:46,MADRID,BARCELONA,4/22/2019 7:00,4/22/2019 9:30,AVE,100.4,Turista,Promo
4/19/2019 17:31,MADRID,BARCELONA,4/27/2019 9:30,4/27/2019 12:34,AVE,107.7,Turista,Flexible
4/12/2019 12:07,MADRID,BARCELONA,5/10/2019 6:30,5/10/2019 9:20,AVE,,Turista,Promo
4/22/2019 10:09,MADRID,SEVILLA,5/20/2019 6:20,5/20/2019 9:16,AV City,43.55,Turista,Promo
4/12/2019 18:26,MADRID,SEVILLA,5/28/2019 16:00,5/28/2019 18:30,AVE,,Preferente,Promo
4/27/2019 1:43,BARCELONA,MADRID,4/30/2019 9:00,4/30/2019 11:45,AVE,85.1,Turista,Promo
4/20/2019 12:12,MADRID,SEVILLA,5/6/2019 9:00,5/6/2019 11:38,AVE,76.3,Turista,Flexible
4/14/2019 0:25,MADRID,VALENCIA,5/19/2019 11:10,5/19/2019 13:25,INTERCITY,25.5,Turista,Promo
4/18/2019 15:04,MADRID,VALENCIA,5/7/2019 12:40,5/7/2019 14:20,AVE,21.95,Turista,Promo
4/15/2019 2:14,SEVILLA,MADRID,4/23/2019 19:19,4/23/2019 21:59,INTERCITY,62.2,Turista,Flexible
4/19/2019 3:18,MADRID,PONFERRADA,5/28/2019 17:30,5/28/2019 21:33,ALVIA,33.5,Turista,Promo
5/8/2019 9:20,MADRID,SEVILLA,5/27/2019 13:00,5/27/2019 15:40,AVE,47.3,Turista,Promo
4/17/2019 15:35,MADRID,SEVILLA,5/21/2019 21:25,5/22/2019 0:10,AV City,43.55,Turista,Promo
4/21/2019 11:44,MADRID,BARCELONA,5/16/2019 20:00,5/16/2019 22:30,AVE,78.8,Turista,Promo
4/29/2019 11:06,MADRID,BARCELONA,5/27/2019 17:30,5/27/2019 20:40,AVE,85.1,Turista,Promo
5/6/2019 23:17,MADRID,VALENCIA,5/22/2019 7:15,5/22/2019 18:30,MD-LD,,Turista,Promo
5/5/2019 7:13,MADRID,BARCELONA,5/29/2019 8:20,5/29/2019 11:05,AVE,58.15,Turista,Promo
4/14/2019 17:17,MADRID,VALENCIA,4/16/2019 15:10,4/16/2019 16:52,AVE,51.15,Turista,Promo
5/9/2019 17:40,BARCELONA,MADRID,5/19/2019 17:25,5/19/2019 19:55,AVE,100.4,Turista,Promo
4/23/2019 6:17,BARCELONA,MADRID,5/27/2019 6:25,5/27/2019 8:55,AVE,68.65,Turista,Promo
4/19/2019 9:27,MADRID,VALENCIA,5/19/2019 19:40,5/19/2019 21:29,AVE,66.55,Preferente,Promo
4/15/2019 20:04,MADRID,BARCELONA,5/13/2019 6:30,5/13/2019 9:20,AVE,85.1,Turista,Promo
5/8/2019 9:27,SEVILLA,MADRID,5/17/2019 12:18,5/17/2019 14:56,ALVIA,,Preferente,Promo
4/27/2019 15:43,MADRID,SEVILLA,4/29/2019 6:20,4/29/2019 9:16,AV City,49.15,Turista,Promo
4/22/2019 0:39,MADRID,BARCELONA,4/23/2019 20:30,4/23/2019 23:40,AVE,75.4,Turista,Promo
5/5/2019 9:34,SEVILLA,MADRID,5/14/2019 9:40,5/14/2019 12:23,AVE,69.4,Preferente,Promo
4/23/2019 1:37,MADRID,VALENCIA,5/6/2019 21:10,5/6/2019 23:03,AVE,27.8,Turista,Promo
5/4/2019 5:26,MADRID,SEVILLA,5/5/2019 14:00,5/5/2019 16:32,AVE,76.3,Turista,Flexible
5/8/2019 19:23,SEVILLA,MADRID,6/17/2019 6:45,6/17/2019 9:15,AVE,60.3,Turista,Promo
4/22/2019 16:30,MADRID,VALENCIA,5/21/2019 16:05,5/21/2019 22:47,REGIONAL,28.35,Turista,Adulto ida
5/9/2019 21:17,BARCELONA,MADRID,6/18/2019 15:00,6/18/2019 17:45,AVE,75.4,Turista,Promo
4/12/2019 8:13,MADRID,BARCELONA,5/27/2019 10:30,5/27/2019 13:15,AVE,75.4,Turista,Promo
4/21/2019 22:02,MADRID,VALENCIA,5/24/2019 19:40,5/24/2019 21:29,AVE,51.15,Turista,Promo
4/13/2019 13:00,SEVILLA,MADRID,5/29/2019 6:10,5/29/2019 8:58,AV City,49.15,Turista,Promo
4/14/2019 12:03,MADRID,BARCELONA,5/21/2019 7:20,5/21/2019 9:50,AVE,100.4,Turista,Promo
4/24/2019 23:18,BARCELONA,MADRID,5/24/2019 7:40,5/24/2019 10:10,AVE,88.95,Turista,Promo
4/19/2019 19:16,MADRID,VALENCIA,5/13/2019 16:45,5/13/2019 18:50,ALVIA,35.5,Turista,Promo
5/3/2019 15:26,SEVILLA,MADRID,5/10/2019 8:45,5/10/2019 11:15,AVE,76.3,Turista,Flexible
4/12/2019 11:17,MADRID,BARCELONA,5/28/2019 9:30,5/28/2019 12:34,AVE,,Turista Plus,Promo
4/14/2019 23:14,MADRID,VALENCIA,5/7/2019 16:05,5/7/2019 22:47,REGIONAL,28.35,Turista,Adulto ida
4/20/2019 2:09,VALENCIA,MADRID,4/23/2019 8:00,4/23/2019 9:47,AVE,73.1,Turista,Flexible
5/1/2019 1:28,MADRID,BARCELONA,5/8/2019 7:20,5/8/2019 9:50,AVE,68.65,Turista,Promo
4/20/2019 5:25,SEVILLA,MADRID,5/29/2019 14:58,5/29/2019 17:50,ALVIA,47.05,Turista,Promo
5/9/2019 17:23,SEVILLA,MADRID,6/30/2019 14:45,6/30/2019 17:15,AVE,60.3,Turista,Promo
4/19/2019 0:38,SEVILLA,MADRID,5/5/2019 17:45,5/5/2019 20:17,AVE,76.3,Turista,Flexible
4/12/2019 17:17,MADRID,VALENCIA,4/23/2019 15:10,4/23/2019 16:52,AVE,,Preferente,Flexible
4/21/2019 13:01,MADRID,SEVILLA,4/22/2019 8:00,4/22/2019 10:32,AVE,76.3,Turista,Flexible
4/13/2019 0:09,MADRID,SEVILLA,5/22/2019 19:30,5/22/2019 22:05,AVE,,Turista,Promo
4/18/2019 16:34,SEVILLA,MADRID,5/17/2019 12:18,5/17/2019 14:56,ALVIA,,Turista,Promo
4/23/2019 18:13,MADRID,BARCELONA,5/2/2019 5:50,5/2/2019 8:55,AVE,49.55,Turista,Promo
5/8/2019 9:43,MADRID,VALENCIA,5/13/2019 20:40,5/13/2019 22:24,AVE,33.65,Turista,Promo
4/17/2019 20:04,BARCELONA,MADRID,5/9/2019 6:05,5/9/2019 9:15,AVE,102.15,Turista Plus,Promo
5/7/2019 15:36,PONFERRADA,MADRID,5/19/2019 11:44,5/19/2019 16:00,MD-LD,54.1,Turista con enlace,Flexible
4/26/2019 21:45,MADRID,BARCELONA,5/18/2019 17:30,5/18/2019 20:40,AVE,75.4,Turista,Promo
5/7/2019 1:34,VALENCIA,MADRID,5/17/2019 17:10,5/17/2019 18:50,AVE,57.75,Turista,Promo
4/12/2019 18:10,MADRID,BARCELONA,4/27/2019 18:30,4/27/2019 21:20,AVE,,Preferente,Promo
4/15/2019 19:06,BARCELONA,MADRID,4/20/2019 12:50,4/20/2019 15:45,AVE-TGV,107.7,Turista,Flexible
4/16/2019 13:10,MADRID,SEVILLA,5/26/2019 9:00,5/26/2019 11:38,AVE,76.3,Turista,Flexible
5/1/2019 17:27,MADRID,VALENCIA,5/23/2019 12:40,5/23/2019 14:20,AVE,39.45,Turista,Promo
4/27/2019 5:05,MADRID,BARCELONA,5/10/2019 7:30,5/10/2019 10:40,AVE,75.4,Turista,Promo
4/19/2019 15:03,BARCELONA,MADRID,5/24/2019 7:05,5/24/2019 9:50,AVE,75.4,Turista,Promo
4/13/2019 13:13,SEVILLA,MADRID,5/10/2019 19:15,5/10/2019 21:36,AVE,60.3,Turista,Promo
4/19/2019 7:11,VALENCIA,MADRID,5/1/2019 19:15,5/1/2019 21:01,AVE,33.65,Turista,Promo
4/23/2019 14:21,PONFERRADA,MADRID,5/12/2019 13:44,5/12/2019 19:21,LD,,Turista con enlace,Flexible
4/19/2019 9:44,MADRID,BARCELONA,5/17/2019 12:30,5/17/2019 15:30,AVE,85.1,Turista,Promo
4/23/2019 16:23,SEVILLA,MADRID,5/8/2019 10:45,5/8/2019 13:17,AVE,76.3,Turista,Flexible
4/21/2019 10:46,MADRID,BARCELONA,4/21/2019 13:25,4/21/2019 16:24,AVE-TGV,181.5,Preferente,Flexible
4/21/2019 12:11,BARCELONA,MADRID,5/7/2019 19:00,5/7/2019 22:00,AVE,49.55,Turista,Promo
4/24/2019 15:11,MADRID,SEVILLA,5/20/2019 14:00,5/20/2019 16:32,AVE,47.3,Turista,Promo
4/24/2019 9:20,MADRID,SEVILLA,5/6/2019 13:10,5/6/2019 20:51,MD-LD,34.35,Turista con enlace,Promo +
4/22/2019 6:34,MADRID,SEVILLA,4/22/2019 16:00,4/22/2019 18:30,AVE,53.4,Turista,Promo
4/22/2019 14:01,BARCELONA,MADRID,6/1/2019 6:05,6/1/2019 9:15,AVE,69.8,Turista Plus,Promo
4/27/2019 15:11,MADRID,VALENCIA,6/17/2019 6:08,6/17/2019 12:55,REGIONAL,28.35,Turista,Adulto ida
5/6/2019 17:04,BARCELONA,MADRID,5/24/2019 19:25,5/24/2019 21:55,AVE,100.4,Turista,Promo
4/13/2019 20:18,SEVILLA,MADRID,4/22/2019 7:15,4/22/2019 9:55,AVE,76.3,Turista,Flexible
4/29/2019 1:09,MADRID,SEVILLA,6/1/2019 12:00,6/1/2019 14:32,AVE,76.3,Turista,Flexible
4/15/2019 15:12,MADRID,BARCELONA,5/30/2019 13:25,5/30/2019 16:24,AVE-TGV,58.15,Turista,Promo
4/24/2019 5:17,SEVILLA,MADRID,4/29/2019 9:40,4/29/2019 12:23,AVE,76.3,Turista,Flexible
5/8/2019 23:34,MADRID,PONFERRADA,5/25/2019 14:40,5/25/2019 18:33,LD-MD,54.1,Turista con enlace,Flexible
4/18/2019 6:23,MADRID,VALENCIA,5/17/2019 17:48,5/17/2019 21:58,INTERCITY,25.75,Turista Plus,Promo
4/20/2019 19:24,MADRID,SEVILLA,5/14/2019 13:00,5/14/2019 15:40,AVE,47.3,Turista,Promo
5/3/2019 5:07,VALENCIA,MADRID,5/10/2019 18:10,5/10/2019 19:57,AVE,73.1,Turista,Flexible
